Index,District,No_of_Accused,Category,Acts
3429,KHARGONE,1,POCSO Cases,"[IPC- 363, 366, 366A, 376, 376(2)(N)] [POCSO- 3/4, 5/6]"
3430,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
3431,KHARGONE,1,POCSO Cases,"[IPC- 354,354A,452,506,376(2)N] [POCSO- 7/8,3/4]"
3432,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3433,KHARGONE,1,POCSO Cases,"[IPC- 452,354,354A,506] [POCSO- 7/8]"
3434,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,343,376(2),506,502] [POCSO- 3/4]"
3435,KHARGONE,1,POCSO Cases,"[IPC- 354,354A,456,506] [POCSO- 7/8]"
3436,KHARGONE,1,POCSO Cases,"[IPC- 3564,354A] [POCSO- 7/8]"
3437,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4]"
3438,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376,376D,342] [POCSO- 3/4,5/6]"
3439,KHARGONE,1,POCSO Cases,"[IPC- 450,506,376(2)(N)] [POCSO- 3/4]"
3440,KHARGONE,1,POCSO Cases,"[IPC- 354,354A,323,366,376(Z)(I),511] [POCSO- 9N10]"
3441,KHARGONE,1,POCSO Cases,"[IPC- 366,376,376(2)(N),344] [POCSO- 3/4]"
3442,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4]"
3443,KHARGONE,1,POCSO Cases,"[IPC- 363, 366, 376] [POCSO- 3/4, 5/6]"
3444,KHARGONE,1,POCSO Cases,"[IPC- 366,376(2)(I),341,342] [POCSO- 5/6]"
3445,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
3446,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3447,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
3448,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
3449,KHARGONE,1,POCSO Cases,"[IPC- 376,376(2)(H)(N),450,452,506] [POCSO- 3/4]"
3450,KHARGONE,2,POCSO Cases,"[IPC- 342,363,366,376] [POCSO- 16/17,5L/6]"
3451,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376,368] [POCSO- 3/4]"
3452,KHARGONE,1,POCSO Cases,"[IPC- 376,450,506] [POCSO- 3/4,5/6]"
3453,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3454,KHARGONE,5,POCSO Cases,"[IPC- 344,363,366,368,376(2),506] [POCSO- 3/4]"
3455,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
3456,KHARGONE,1,POCSO Cases,"[IPC- 354, 354A] [POCSO- 7/8]"
3457,KHARGONE,1,POCSO Cases,"[IPC- 509, 354D, 34] [POCSO- 11/12]"
3458,KHARGONE,1,POCSO Cases,"[POCSO- 363, 366, 376 ipc, 3/4 pocso act.]"
3459,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(2)] [POCSO- 3/4]"
3460,KHARGONE,1,POCSO Cases,"[IPC- 354,354D,506] [POCSO- 7/8]"
3461,KHARGONE,1,POCSO Cases,"[IPC- 354,354A] [POCSO- 7/8]"
3462,KHARGONE,1,POCSO Cases,"[IPC- 376, 506] [POCSO- 5/6]"
3463,KHARGONE,1,POCSO Cases,"[IPC- 363, 366, 376(2)(N),] [POCSO- 5/6]"
3464,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
3465,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
3466,KHARGONE,6,POCSO Cases,"[IPC- 363,366,376,368,344,323,294,506] [POCSO- 3/4,5/6,16/17]"
3467,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
3468,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
3469,KHARGONE,2,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3470,KHARGONE,5,POCSO Cases,"[IPC- 354a,452] [POCSO- 3/4]"
3471,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376S(L),] [POCSO- 5/6]"
3472,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
3473,KHARGONE,1,POCSO Cases,"[IPC- 354A,506,509] [POCSO- 11/12]"
3474,KHARGONE,1,POCSO Cases,"[IPC- 363,366A] [PCA- 7/8]"
3475,KHARGONE,4,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4]"
3476,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(I)(N)] [POCSO- 3/4]"
3477,KHARGONE,2,POCSO Cases,"[IPC- 363,366(A),368,343,376(2)(N)] [POCSO- 9/10,16/17]"
3478,KHARGONE,1,POCSO Cases,"[IPC- 294,354,354D,34] [POCSO- 11/12]"
3479,KHARGONE,1,POCSO Cases,"[IPC- 354,506] [POCSO- 7/8]"
3480,KHARGONE,3,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3481,KHARGONE,1,POCSO Cases,"[IPC- 363,343,376(2)(N)] [POCSO- 3/4]"
3482,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2),344] [POCSO- 3/4,5/6]"
3483,KHARGONE,1,POCSO Cases,"[IPC- 292,506] [POCSO- 11/12]"
3484,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3485,KHARGONE,1,POCSO Cases,[IPC- 576] [IPC- 5/6]
3486,KHARGONE,1,POCSO Cases,"[IPC- 452,354,354A] [POCSO- 7/8]"
3487,KHARGONE,1,POCSO Cases,[IPC- 363'366'376] [POCSO- 3/4]
3488,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
3489,KHARGONE,1,POCSO Cases,"[IPC- 354,354D,323] [POCSO- 7/8]"
3490,KHARGONE,1,POCSO Cases,"[IPC- 366,376,376(2)(N),344] [POCSO- 3/4]"
3491,KHARGONE,1,POCSO Cases,[IPC- 366] [POCSO- 3/4]
3492,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376] [POCSO- 3/4]"
3493,KHARGONE,1,POCSO Cases,"[IPC- 354,354D] [POCSO- 7/8]"
3494,KHARGONE,1,POCSO Cases,"[IPC- 354,354A,506] [POCSO- 7/8]"
3495,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(I)(N)] [POCSO- 3/4]"
3496,KHARGONE,1,POCSO Cases,"[IPC- 363,376(2)(N)] [POCSO- 3/4]"
3497,KHARGONE,1,POCSO Cases,"[IPC- 376(Z)(N),506] [POCSO- 5N/6,5L/6]"
3498,KHARGONE,2,POCSO Cases,"[IPC- 366,376,376(2)(N),344] [POCSO- 3/4]"
3499,KHARGONE,3,POCSO Cases,"[IPC- 363,366,376D] [POCSO- 3/4]"
3500,KHARGONE,1,POCSO Cases,"[POCSO- 5l/6] [IPC- 363,376]"
3501,KHARGONE,1,POCSO Cases,"[IPC- 363,363(A),376,506] [POCSO- 3/4,5/6]"
3502,KHARGONE,2,POCSO Cases,"[IPC- 354,354D,294,506] [POCSO- 7/8,16/17]"
3503,KHARGONE,1,POCSO Cases,"[IPC- 341,354A,323] [POCSO- 7/8]"
3504,KHARGONE,1,POCSO Cases,"[IPC- 363,366] [POCSO- 7/8]"
3505,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4]"
3506,KHARGONE,1,POCSO Cases,"[IPC- 363,376(2),506] [POCSO- 3/4]"
3507,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(Z)(I)(N)] [POCSO- 5/6] [Othr- 3/181,146/196]"
3508,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376,376(Z)(N),344] [POCSO- 5L/6]"
3509,KHARGONE,1,POCSO Cases,"[IPC- 363,366,506,34] [POCSO- 7/8]"
3510,KHARGONE,1,POCSO Cases,"[IPC- 363, 366A, 366, 376, 376(2)(N),] [POCSO- 3/4, 5/6]"
3511,KHARGONE,1,POCSO Cases,"[POCSO- 354, 354b, ipc, 7/8 pocso act]"
3512,KHARGONE,1,POCSO Cases,"[POCSO- 363, 366, 376(2)(N) ipc, 3/4 pocso act.]"
3513,KHARGONE,1,POCSO Cases,[IPC- 354A] [Atrocity- 3(2)5] [POCSO- 7/8]
3514,KHARGONE,1,POCSO Cases,"[IPC- 363,366,344,376] [POCSO- 3/4]"
3515,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 7/8]"
3516,KHARGONE,1,POCSO Cases,"[IPC- 354,354A] [POCSO- 7/8]"
3517,KHARGONE,1,POCSO Cases,"[IPC- 363,366,344,376] [POCSO- 3/4]"
3518,KHARGONE,2,POCSO Cases,"[IPC- 363,366,344,346] [POCSO- 3/4]"
3519,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,344,376,376(2)(N)] [POCSO- 3/4]"
3520,KHARGONE,2,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 5/6]"
3521,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(I)(N)] [POCSO- 3/4]"
3522,KHARGONE,1,POCSO Cases,"[IPC- 376(Z)(I)(J)(L),323] [POCSO- 5K/6]"
3523,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376,376(Z)(N),344] [POCSO- 3/4]"
3524,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,3765(Z)(N)] [POCSO- 5L/6J]"
3525,KHARGONE,1,POCSO Cases,"[IPC- 354,456,] [POCSO- 7/8]"
3526,KHARGONE,1,POCSO Cases,"[IPC- 363,366(2),376,376(N),344,506] [POCSO- 3/4,5/6]"
3527,KHARGONE,1,POCSO Cases,[IPC- 366] [POCSO- 16/17]
3528,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3529,KHARGONE,1,POCSO Cases,
3530,KHARGONE,1,POCSO Cases,"[IPC- 294,323,354D,452] [POCSO- 7/8]"
3531,KHARGONE,1,POCSO Cases,"[IPC- 363,366,344,376] [POCSO- 3/4]"
3532,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4,5/6]"
3533,KHARGONE,1,POCSO Cases,"[IPC- 363,376] [POCSO- 5L/6]"
3534,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(Z)(I)(N),343] [POCSO- 3/4]"
3535,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(Z),344] [POCSO- 5/6]"
3536,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
3537,KHARGONE,1,POCSO Cases,"[IPC- 376,376(2)(N)] [POCSO- 3/4]"
3538,KHARGONE,1,POCSO Cases,"[POCSO- 354, 354k, 452 ipc, 7/8 pocso act]"
3539,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2),344] [POCSO- 4/5,5/6]"
3540,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 16/17]"
3541,KHARGONE,1,POCSO Cases,
3542,KHARGONE,1,POCSO Cases,[IPC- 354A] [POCSO- 7/8]
3543,KHARGONE,2,POCSO Cases,"[IPC- 376(2)(N)(I)(F),376D,506] [POCSO- 5G.M.L.6]"
3544,KHARGONE,1,POCSO Cases,"[IPC- 452,376(Z)(I),376(Z)(N),376(Z)(H),450,506] [POCSO- 3/4]"
3545,KHARGONE,1,POCSO Cases,"[IPC- 363,376,506] [POCSO- 3/4]"
3546,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4,5/6]"
3547,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3548,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 5/6]
3549,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3550,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
3551,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4]"
3552,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3553,KHARGONE,1,POCSO Cases,"[IPC- 354,354A] [POCSO- 7/8]"
3554,KHARGONE,1,POCSO Cases,"[IPC- 341,354D,506] [POCSO- 7/8]"
3555,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,344,376(Z)(N] [POCSO- 5/6]"
3556,KHARGONE,3,POCSO Cases,"[IPC- 363,376,376(2)(N),344] [POCSO- 3/4]"
3557,KHARGONE,1,POCSO Cases,"[IPC- 354,354(A),354(D),506] [POCSO- 7/8]"
3558,KHARGONE,1,POCSO Cases,"[IPC- 452,354(A),323] [POCSO- 11/12]"
3559,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
3560,KHARGONE,1,POCSO Cases,"[IPC- 354,354(D),456] [POCSO- 5/6]"
3561,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N),344] [POCSO- 3/4]"
3562,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4]"
3563,KHARGONE,1,POCSO Cases,"[IPC- 363, 366, 366A, 368, 376, 376(2)(N), 506] [POCSO- 5/6, 16/17]"
3564,KHARGONE,1,POCSO Cases,"[IPC- 354,354(A),452] [POCSO- 7/8]"
3565,KHARGONE,2,POCSO Cases,"[IPC- 354,354(A),294,506,190] [PCA- 7/8]"
3566,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(2)(N)] [POCSO- 5/6]"
3567,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
3568,KHARGONE,2,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4,5/6,16/17]"
3569,KHARGONE,1,POCSO Cases,"[IPC- 363,366,344,376,376(2)] [POCSO- 3/4,5/6]"
3570,KHARGONE,2,POCSO Cases,"[IPC- 363,366,344,376(2)(N)(I)] [POCSO- 3/4]"
3571,KHARGONE,1,POCSO Cases,"[IPC- 376,376(2)(N),506] [POCSO- 5L,5G/6]"
3572,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N),344] [POCSO- 3/4,5/6]"
3573,KHARGONE,1,POCSO Cases,"[IPC- 354,354D,509] [POCSO- 7/8]"
3574,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3575,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 11/12]
3576,KHARGONE,1,POCSO Cases,"[IPC- 323,506,376] [POCSO- 3/4]"
3577,KHARGONE,2,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4,5/6]"
3578,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(2)(i)(N)] [POCSO- 3/4]"
3579,KHARGONE,1,POCSO Cases,"[IPC- 354,354A,506] [POCSO- 7/8]"
3580,KHARGONE,1,POCSO Cases,
3581,KHARGONE,1,POCSO Cases,"[IPC- 376,376(2)(N),344] [POCSO- 5L/6] [Othr- 3/181,146/196 mv act]"
3582,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376] [POCSO- 5/6]"
3583,KHARGONE,1,POCSO Cases,"[POCSO- 354, 354a,354b, 7/8 pocso acts]"
3584,KHARGONE,1,POCSO Cases,"[IPC- 354,354A] [POCSO- 7/8]"
3585,KHARGONE,3,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3586,KHARGONE,4,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3587,KHARGONE,1,POCSO Cases,"[IPC- 452,352,354A] [POCSO- 7/8]"
3588,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(Z)] [POCSO- 3/4]"
3589,KHARGONE,1,POCSO Cases,"[IPC- 366,376,376(2)(N),344] [POCSO- 3/4]"
3590,KHARGONE,1,POCSO Cases,"[IPC- 363, 366, 376, 376(2)(N), 34] [POCSO- 3/4, 15/16]"
3591,KHARGONE,2,POCSO Cases,"[POCSO- 366, 376, 376(2)(N), 344, 3/4 POCSO Act]"
3592,KHARGONE,1,POCSO Cases,"[POCSO- 363, 354, 354k, 506, 7/8 pocso act.]"
3593,KHARGONE,1,POCSO Cases,"[POCSO- 363,366,376 ipc 3/4 pocso act.]"
3594,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(2),344] [POCSO- 3/4]"
3595,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(2)] [POCSO- 3/4]"
3596,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376] [POCSO- 3/4]"
3597,KHARGONE,1,POCSO Cases,"[IPC- 363,376(2)(N)] [POCSO- 5/6]"
3598,KHARGONE,1,POCSO Cases,"[IPC- 354,363,376(2)(i),450] [POCSO- 3/4,5/6]"
3599,KHARGONE,1,POCSO Cases,"[IPC- 354,354A,506] [POCSO- 7/8]"
3600,KHARGONE,1,POCSO Cases,"[IPC- 354,354A,506] [POCSO- 7/8]"
3601,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(Z)(I),376(Z)(N)] [POCSO- 5/6]"
3602,KHARGONE,2,POCSO Cases,"[IPC- 363,366,376(1),368] [POCSO- 3/4]"
3603,KHARGONE,2,POCSO Cases,"[POCSO- 366, 276, 376(2)(N), 344, 3/4 POCSO Act]"
3604,KHARGONE,1,POCSO Cases,"[IPC- 363,376] [POCSO- 3/4]"
3605,KHARGONE,1,POCSO Cases,"[IPC- 363,366,370,506] [POCSO- 3/4]"
3606,KHARGONE,1,POCSO Cases,"[IPC- 354,354A,323] [POCSO- 16/17,3/4]"
3607,KHARGONE,1,POCSO Cases,"[POCSO- 366, 376, 376(2)(N), 344, 3/4 POCSO Act]"
3608,KHARGONE,1,POCSO Cases,"[IPC- 363,366,368A,376(2),344] [POCSO- 3/4]"
3609,KHARGONE,1,POCSO Cases,"[IPC- 363,366(A),376,376(2),344,506] [POCSO- 5/6,3/4]"
3610,KHARGONE,1,POCSO Cases,"[IPC- 354D,509,506] [POCSO- 11/12]"
3611,KHARGONE,1,POCSO Cases,"[IPC- 343,363,366A,376(2)(I)(N)] [POCSO- 5/6]"
3612,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(I)(N)] [POCSO- 3/4]"
3613,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4]"
3614,KHARGONE,2,POCSO Cases,"[IPC- 363,366,376(2)(N),368] [POCSO- 3/4,5/6,11/12]"
3615,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376,376(2)(N)] [POCSO- 3/4,5/6,16/17]"
3616,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3617,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
3618,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
3619,KHARGONE,1,POCSO Cases,"[IPC- 354D,341] [POCSO- 7/8,11/12]"
3620,KHARGONE,1,POCSO Cases,"[IPC- 354,354(A),506] [POCSO- 7/8]"
3621,KHARGONE,1,POCSO Cases,[IPC- 366] [POCSO- 7/8]
3622,KHARGONE,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
3623,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
3624,KHARGONE,1,POCSO Cases,"[IPC- 294,323,354] [POCSO- 7/8]"
3625,KHARGONE,1,POCSO Cases,[IPC- 354A] [POCSO- 7/8]
3626,KHARGONE,1,POCSO Cases,"[IPC- 323,354] [POCSO- 7/8]"
3627,KHARGONE,1,POCSO Cases,"[IPC- 363, 366, 376] [POCSO- 3/4]"
3628,KHARGONE,1,POCSO Cases,"[POCSO- 366,376,376(2)(n),344ipc and 3/4 pocso act]"
3629,KHARGONE,3,POCSO Cases,"[POCSO- 363, 366, 376(2)(N), 5/6 pocso act]"
3630,KHARGONE,3,POCSO Cases,"[POCSO- 363, 376c, 376(2)(N)ipc, 3/4 pocso act]"
3631,KHARGONE,1,POCSO Cases,"[IPC- 376,506,511,34] [POCSO- 7/8]"
3632,KHARGONE,2,POCSO Cases,"[IPC- 363,366,376,376(2)(Z)(N),344,368] [POCSO- 16/17,3/4]"
3633,KHARGONE,1,POCSO Cases,"[IPC- 363,366,368,376,376(2)(Z)(J),376(2)(N),344] [POCSO- 3/4]"
3634,KHARGONE,4,POCSO Cases,"[IPC- 354,354A,323/34] [POCSO- 7/8]"
3635,KHARGONE,1,POCSO Cases,[IPC- 354A] [POCSO- 7/8]
3636,KHARGONE,1,POCSO Cases,"[POCSO- 376, 376D, 342,506, 3/4 pocso act]"
3637,KHARGONE,1,POCSO Cases,"[POCSO- 354a,452,506, 7/8 Pocso Act]"
3638,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
3639,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 3/4]
3640,KHARGONE,1,POCSO Cases,"[IPC- 354A,506] [POCSO- 7/8]"
3641,KHARGONE,2,POCSO Cases,[IPC- 292] [POCSO- 13/14] [ITA- 67B]
3642,KHARGONE,1,POCSO Cases,"[IPC- 363,366,506,376] [POCSO- 3/4,5/6]"
3643,KHARGONE,1,POCSO Cases,"[IPC- 363, 366, 366A, 376, 376(2)(N)] [POCSO- 3/4, 5/6]"
3644,KHARGONE,1,POCSO Cases,"[POCSO- 3/4] [IPC- 363,366,376]"
3645,KHARGONE,1,POCSO Cases,"[POCSO- 3/4,5l/6] [IPC- 363,366,376(2)(n)]"
3646,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
3647,KHARGONE,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
3648,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
3649,KHARGONE,2,POCSO Cases,"[IPC- 363,366(2),376(I)(N),344] [POCSO- 3/4]"
3650,KHARGONE,1,POCSO Cases,"[IPC- 343,363,366,376(2)(N)] [POCSO- 3/4]"
3651,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3/4]"
3652,KHARGONE,1,POCSO Cases,"[IPC- 363,366A,376(2)(N)] [POCSO- 3/4]"
3653,KHARGONE,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5L/6]"
3654,KHARGONE,1,POCSO Cases,"[IPC- 363,366] [POCSO- 7/8]"
3655,KHARGONE,1,POCSO Cases,"[IPC- 363, 366, 376] [POCSO- 3/4]"
3656,KHARGONE,1,Sensational & Heinous,[IPC- 302]
3657,KHARGONE,1,Sensational & Heinous,"[IPC- 376(2)(N),506] [POCSO- 3/4, 5/6]"
3658,KHARGONE,5,Sensational & Heinous,"[IPC- 302] [ARMs- 25(1)A,27,29]"
3659,KHARGONE,1,Sensational & Heinous,"[IPC- 376,376(2)(N),506]"
3660,KHARGONE,1,Sensational & Heinous,"[IPC- 452,506,376,376(2)(I)(J),376(2)(N)] [POCSO- 3/4, 5A/6, 16,17]"
3661,KHARGONE,1,Sensational & Heinous,[IPC- 302]
3662,KHARGONE,3,Sensational & Heinous,"[IPC- 302,201]"
3663,KHARGONE,4,Sensational & Heinous,"[IPC- 302,201,342,34]"
3664,KHARGONE,1,Sensational & Heinous,"[IPC- 363,366A,376(2)(i)] [POCSO- 3/4]"
3665,KHARGONE,2,Sensational & Heinous,"[IPC- 302,201,397,120B] [Atrocity- 3(2)5]"
3666,KHARGONE,1,Sensational & Heinous,"[IPC- 302,201]"
3667,KHARGONE,9,Sensational & Heinous,"[IPC- 302,120B,417,468,171,34] [ARMs- 25,27]"
3668,KHARGONE,9,Sensational & Heinous,"[IPC- 366,376(2),344,370,370(A),328,506,34] [Othr- 5/9 Manav Durvyapar Act] [Atrocity- 3(2)5]"
3669,KHARGONE,4,Sensational & Heinous,[IPC- 302]
3670,KHARGONE,1,Sensational & Heinous,"[IPC- 302,397,34]"
3671,KHARGONE,3,Sensational & Heinous,"[IPC- 294,323,302,34]"
3672,KHARGONE,2,Sensational & Heinous,"[IPC- 363,366A,376,376(2)(N)] [POCSO- 5L/6,16/17]"
3673,KHARGONE,4,Sensational & Heinous,"[IPC- 307,302,460] [ARMs- 25A]"
3674,KHARGONE,1,Sensational & Heinous,"[IPC- 302,201,376]"
3675,KHARGONE,1,Sensational & Heinous,"[IPC- 302,201]"
3676,KHARGONE,1,Sensational & Heinous,[IPC- 302] [Atrocity- 3(2)5]
3677,KHARGONE,5,Sensational & Heinous,"[IPC- 302,294,323,506,34]"
3678,KHARGONE,1,Sensational & Heinous,"[IPC- 376(2)(F)(i)(N),506,201] [POCSO- 5(L)(N)/6]"
3679,KHARGONE,1,Sensational & Heinous,"[IPC- 365,377,302,201] [POCSO- 3/4]"
3680,KHARGONE,6,Sensational & Heinous,"[IPC- 302,147,341,506] [Atrocity- 3(2)5]"
3681,KHARGONE,1,Sensational & Heinous,[IPC- 302]
3682,KHARGONE,1,Sensational & Heinous,"[IPC- 294,323,307,302]"
3683,KHARGONE,4,Sensational & Heinous,"[IPC- 302,34]"
3684,KHARGONE,1,Sensational & Heinous,"[IPC- 302,201]"
3685,KHARGONE,3,Sensational & Heinous,"[IPC- 302,201]"
3686,KHARGONE,2,Sensational & Heinous,[IPC- 376] [Atrocity- 3(2)5] [POCSO- 3/4]
3687,MANDLA,1,POCSO Cases,"[IPC- Section 376(2)(F), 506B IPC and 3/4 and 5(N)/6 POCSO Act]"
3688,MANDLA,1,POCSO Cases,"[POCSO- Section 377 IPC and 3/4, 5/6 POCSO Act]"
3689,MANDLA,1,POCSO Cases,"[IPC- Section 363, 366A, 376(2)(N) IPC] [POCSO- Section 5(I)/6 POCSO Act]"
3690,MANDLA,1,POCSO Cases,"[IPC- 354,354A,323 IPC] [POCSO- 9(N)/10 POCSO ACT]"
3691,MANDLA,1,POCSO Cases,"[IPC- 363,366,376(2) IPC] [POCSO- 7/8 POCSO ACT]"
3692,MANDLA,1,POCSO Cases,"[POCSO- Section 363,366A,376(2)(N),376(2)(I) IPC 5(N)/6 POCSO Act]"
3693,MANDLA,1,POCSO Cases,"[IPC- 363,376(2)ipc] [POCSO- 5/6 POCSO ACT]"
3694,MANDLA,4,POCSO Cases,"[POCSO- Section 363, 366A, 376(2)(N), 109 IPC and Section 3/4, 5/6 POCSO Act]"
3695,MANDLA,1,POCSO Cases,"[IPC- 341,354,354(A)(1),506B IPC] [POCSO- 7/8 POCSO Act]"
3696,MANDLA,1,POCSO Cases,"[POCSO- section 363,366,366A,376,376(2)(i),376(2)(n) and section 5(l)/6]"
3697,MANDLA,3,POCSO Cases,"[POCSO- Section 376(2)(N), 363, 313 and 4/6 POCSO Act]"
3698,MANDLA,1,POCSO Cases,[IPC- Section 354 IPC] [POCSO- 7/8 POCSO Act]
3699,MANDLA,2,POCSO Cases,"[IPC- Section 376(2)N, 313 ipc 5/6 Posco Act] [IPC- Section 376(2)N, 313 ipc 5/6 Posco Act]"
3700,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 366A, 376(2) IPC, Section 5/6 POCSO Act]"
3701,MANDLA,1,POCSO Cases,"[POCSO- Section 363, 366A, 376(2)(N) IPC and Section 5N/6 POCSO Act]"
3702,MANDLA,1,POCSO Cases,"[IPC- Section 363,366,376(2)(N) IPC] [POCSO- 5/6 POCSO Act]"
3703,MANDLA,1,POCSO Cases,"[IPC- Section 363,366,376(2)(I),376(2)(N) IPC] [POCSO- 5(L)/6 POCSO Act]"
3704,MANDLA,1,POCSO Cases,"[IPC- Section 341, 354A,506B IPC] [POCSO- 7/8 POCSO Act]"
3705,MANDLA,1,POCSO Cases,"[IPC- 450,376(2)(N),363,366,366A,506b IPC] [POCSO- 3/4, 5(l)/6 POCSO Act]"
